Carrier|Service|Container Type|Weight Not Over Oz|Cost Zone 1|Cost Zone 2|Cost Zone 3|Cost Zone 4|Cost Zone 5|Cost Zone 6|Cost Zone 7|Cost Zone 8|Cost Zone 9|Cost Zone Ddu|Cost Zone Scf|Cost Zone Ndc|Cost Zone Ddu Out 48|Cost Zone Scf Out 48|Cost Zone Ndc Out 48|Charge Zone 1|Charge Zone 2|Charge Zone 3|Charge Zone 4|Charge Zone 5|Charge Zone 6|Charge Zone 7|Charge Zone 8|Charge Zone 9|Charge Zone Ddu|Charge Zone Scf|Charge Zone Ndc|Charge Zone Ddu Out 48|Charge Zone Scf Out 48|Charge Zone Ndc Out 48
USPS|PRIORITY_MAIL|PACKAGE|560|20.24|20.24|24.01|31.87|40.5|50.08|60.77|73.07|194.44|0|0|0|0|0|0|20.48|20.48|24.25|32.11|40.74|50.32|61.01|73.31|194.68|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|576|20.5|20.5|24.69|32.28|41.38|51.35|61.62|74.31|197.75|0|0|0|0|0|0|20.74|20.74|24.93|32.52|41.62|51.59|61.86|74.55|197.99|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|592|20.72|20.72|25.15|32.76|42.12|52.69|62.38|75.52|201.02|0|0|0|0|0|0|20.96|20.96|25.39|33|42.36|52.93|62.62|75.76|201.26|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|608|20.9|20.9|25.77|33.17|42.96|54.17|63.11|76.73|204.23|0|0|0|0|0|0|21.14|21.14|26.01|33.41|43.2|54.41|63.35|76.97|204.47|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|624|21.11|21.11|26.37|33.56|43.85|55.44|64.78|77.93|207.39|0|0|0|0|0|0|21.35|21.35|26.61|33.8|44.09|55.68|65.02|78.17|207.63|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|640|21.33|21.33|26.91|33.97|44.76|56.33|66.21|78.99|210.2|0|0|0|0|0|0|21.57|21.57|27.15|34.21|45|56.57|66.45|79.23|210.44|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|656|21.56|21.56|27.38|34.34|45.16|57.28|67.63|80.12|214.92|0|0|0|0|0|0|21.8|21.8|27.62|34.58|45.4|57.52|67.87|80.36|215.16|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|672|21.72|21.72|27.57|34.65|45.92|58.3|68.55|81.2|217.86|0|0|0|0|0|0|21.96|21.96|27.81|34.89|46.16|58.54|68.79|81.44|218.1|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|688|21.97|21.97|27.78|34.97|46.68|59.67|69.41|82.26|220.64|0|0|0|0|0|0|22.21|22.21|28.02|35.21|46.92|59.91|69.65|82.5|220.88|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|704|22.12|22.12|27.97|35.27|47.43|60.64|70.22|83.19|223.19|0|0|0|0|0|0|22.36|22.36|28.21|35.51|47.67|60.88|70.46|83.43|223.43|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|720|22.26|22.26|28.18|35.58|48.18|61.31|70.99|84.22|226.01|0|0|0|0|0|0|22.5|22.5|28.42|35.82|48.42|61.55|71.23|84.46|226.25|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|736|22.46|22.46|28.37|35.87|48.95|61.98|71.75|85.24|228.69|0|0|0|0|0|0|22.7|22.7|28.61|36.11|49.19|62.22|71.99|85.48|228.93|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|752|22.63|22.63|28.58|36.18|49.71|62.63|72.58|86.2|231.25|0|0|0|0|0|0|22.87|22.87|28.82|36.42|49.95|62.87|72.82|86.44|231.49|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|768|22.82|22.82|28.78|36.48|50.46|63.43|73.27|87.12|233.77|0|0|0|0|0|0|23.06|23.06|29.02|36.72|50.7|63.67|73.51|87.36|234.01|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|784|22.99|22.99|28.97|36.79|51.24|64.29|74.04|88|236.05|0|0|0|0|0|0|23.23|23.23|29.21|37.03|51.48|64.53|74.28|88.24|236.29|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|800|23.08|23.08|29.19|37.1|51.98|65.2|74.97|88.92|238.58|0|0|0|0|0|0|23.32|23.32|29.43|37.34|52.22|65.44|75.21|89.16|238.82|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|816|34.52|34.52|43.85|56.5|80.7|99.14|114.73|132.35|242.72|0|0|0|0|0|0|34.76|34.76|44.09|56.74|80.94|99.38|114.97|132.59|242.96|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|832|35.04|35.04|44.16|56.98|81.27|100.11|116.49|133.85|245.56|0|0|0|0|0|0|35.28|35.28|44.4|57.22|81.51|100.35|116.73|134.09|245.8|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|848|35.7|35.7|44.46|57.45|81.94|100.97|118.44|135.61|248.7|0|0|0|0|0|0|35.94|35.94|44.7|57.69|82.18|101.21|118.68|135.85|248.94|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|864|36.23|36.23|44.77|57.91|82.65|101.7|120.16|137.58|252.18|0|0|0|0|0|0|36.47|36.47|45.01|58.15|82.89|101.94|120.4|137.82|252.42|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|880|36.8|36.8|45.06|58.38|83.18|102.56|122.11|139.39|255.58|0|0|0|0|0|0|37.04|37.04|45.3|58.62|83.42|102.8|122.35|139.63|255.82|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|896|37.32|37.32|45.38|58.85|83.82|103.24|123.82|140.85|258.22|0|0|0|0|0|0|37.56|37.56|45.62|59.09|84.06|103.48|124.06|141.09|258.46|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|912|37.92|37.92|45.68|59.32|84.32|104.05|124.63|141.85|260.53|0|0|0|0|0|0|38.16|38.16|45.92|59.56|84.56|104.29|124.87|142.09|260.77|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|928|38.5|38.5|45.98|59.78|84.86|104.67|125.79|143.07|262.64|0|0|0|0|0|0|38.74|38.74|46.22|60.02|85.1|104.91|126.03|143.31|262.88|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|944|39.06|39.06|46.29|60.24|85.37|105.27|126.59|144.11|264.6|0|0|0|0|0|0|39.3|39.3|46.53|60.48|85.61|105.51|126.83|144.35|264.84|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|960|39.55|39.55|46.59|60.7|85.86|105.81|127.4|145.04|266.46|0|0|0|0|0|0|39.79|39.79|46.83|60.94|86.1|106.05|127.64|145.28|266.7|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|976|40.2|40.2|46.88|61.17|86.28|106.41|128.9|147.09|270.08|0|0|0|0|0|0|40.44|40.44|47.12|61.41|86.52|106.65|129.14|147.33|270.32|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|992|40.71|40.71|47.19|61.63|86.67|106.91|130.47|149.54|274.33|0|0|0|0|0|0|40.95|40.95|47.43|61.87|86.91|107.15|130.71|149.78|274.57|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1008|41.45|41.45|47.5|62.11|87.13|107.53|131.11|151.98|278.74|0|0|0|0|0|0|41.69|41.69|47.74|62.35|87.37|107.77|131.35|152.22|278.98|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1024|41.82|41.82|47.8|62.58|87.52|108.02|131.71|154.37|283.03|0|0|0|0|0|0|42.06|42.06|48.04|62.82|87.76|108.26|131.95|154.61|283.27|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1040|42.43|42.43|48.1|63.07|87.79|108.34|132.39|156.7|287.45|0|0|0|0|0|0|42.67|42.67|48.34|63.31|88.03|108.58|132.63|156.94|287.69|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1056|43|43|48.42|63.52|88.19|108.89|132.79|159.21|291.63|0|0|0|0|0|0|43.24|43.24|48.66|63.76|88.43|109.13|133.03|159.45|291.87|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1072|43.65|43.65|48.72|64.61|88.51|109.24|133.33|161.25|295.47|0|0|0|0|0|0|43.89|43.89|48.96|64.85|88.75|109.48|133.57|161.49|295.71|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1088|44.16|44.16|49.01|65.42|88.75|110.64|134.04|162.99|298.6|0|0|0|0|0|0|44.4|44.4|49.25|65.66|88.99|110.88|134.28|163.23|298.84|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1104|44.77|44.77|49.33|66.27|89.02|111.99|134.67|164.75|301.79|0|0|0|0|0|0|45.01|45.01|49.57|66.51|89.26|112.23|134.91|164.99|302.03|0|0|0|0|0|0
USPS|PRIORITY_MAIL|PACKAGE|1120|45.24|45.24|49.63|67.32|89.31|113.36|135.17|166.61|305.03|0|0|0|0|0|0|45.48|45.48|49.87|67.56|89.55|113.6|135.41|166.85|305.27|0|0|0|0|0|0
USPS|PSLW|PACKAGE|1|0|0|0|0|0|0|0|0|0|2.06|2.67|0|2.32|3.22|0|0|0|0|0|0|0|0|0|0|2.98|2.98|0|3.53|3.53|0
USPS|PSLW|PACKAGE|2|0|0|0|0|0|0|0|0|0|2.06|2.67|0|2.32|3.22|0|0|0|0|0|0|0|0|0|0|3.09|3.09|0|3.64|3.64|0
USPS|PSLW|PACKAGE|3|0|0|0|0|0|0|0|0|0|2.06|2.67|0|2.32|3.22|0|0|0|0|0|0|0|0|0|0|3.14|3.14|0|3.69|3.69|0
USPS|PSLW|PACKAGE|4|0|0|0|0|0|0|0|0|0|2.06|2.67|0|2.32|3.22|0|0|0|0|0|0|0|0|0|0|3.21|3.21|0|3.76|3.76|0
USPS|PSLW|PACKAGE|5|0|0|0|0|0|0|0|0|0|2.07|2.73|0|2.34|3.33|0|0|0|0|0|0|0|0|0|0|3.27|3.27|0|3.87|3.87|0
USPS|PSLW|PACKAGE|6|0|0|0|0|0|0|0|0|0|2.07|2.73|0|2.34|3.33|0|0|0|0|0|0|0|0|0|0|3.39|3.39|0|3.99|3.99|0
USPS|PSLW|PACKAGE|7|0|0|0|0|0|0|0|0|0|2.07|2.73|0|2.34|3.33|0|0|0|0|0|0|0|0|0|0|3.49|3.49|0|4.09|4.09|0
USPS|PSLW|PACKAGE|8|0|0|0|0|0|0|0|0|0|2.07|2.73|0|2.34|3.33|0|0|0|0|0|0|0|0|0|0|3.49|3.49|0|4.09|4.09|0
USPS|PSLW|PACKAGE|9|0|0|0|0|0|0|0|0|0|2.21|3.32|0|2.5|3.69|0|0|0|0|0|0|0|0|0|0|3.87|3.87|0|4.24|4.24|0
USPS|PSLW|PACKAGE|10|0|0|0|0|0|0|0|0|0|2.21|3.32|0|2.5|3.69|0|0|0|0|0|0|0|0|0|0|4.07|4.07|0|4.44|4.44|0
USPS|PSLW|PACKAGE|11|0|0|0|0|0|0|0|0|0|2.21|3.32|0|2.5|3.69|0|0|0|0|0|0|0|0|0|0|4.01|4.01|0|4.38|4.38|0
USPS|PSLW|PACKAGE|12|0|0|0|0|0|0|0|0|0|2.21|3.32|0|2.5|3.69|0|0|0|0|0|0|0|0|0|0|4.16|4.16|0|4.53|4.53|0
USPS|PSLW|PACKAGE|13|0|0|0|0|0|0|0|0|0|2.41|3.84|0|2.68|4.2|0|0|0|0|0|0|0|0|0|0|4.34|4.34|0|4.7|4.7|0
USPS|PSLW|PACKAGE|14|0|0|0|0|0|0|0|0|0|2.41|3.84|0|2.68|4.2|0|0|0|0|0|0|0|0|0|0|4.47|4.47|0|4.83|4.83|0
USPS|PSLW|PACKAGE|15|0|0|0|0|0|0|0|0|0|2.41|3.84|0|2.68|4.2|0|0|0|0|0|0|0|0|0|0|4.58|4.58|0|4.94|4.94|0
USPS|PSLW|PACKAGE|16|0|0|0|0|0|0|0|0|0|2.41|3.84|0|2.68|4.2|0|0|0|0|0|0|0|0|0|0|4.67|4.67|0|5.03|5.03|0
